subscriber_id,account_number,msisdn,id_number,plan,contract_type,network_type,service_status,acquisition_channel,payment_method,region,device_type,node_id,tenure_months,activation_date,created_date,closed_date,last_recharge_days_ago,sla_hours,monthly_charges,data_volume_mb,data_overage_mb,call_minutes,sms_count,intl_call_minutes,roaming_flag,avg_recharge_amount,latency_ms,signal_strength_dbm,complaint_count,support_calls,nps_score,csat_score,app_logins_monthly,refund_amount,payment_failures,days_overdue,bill_shock_flag,paperless_billing,plan_upgrades,reactivation_count,churn
SUB00223,ACC453045,27602744833,8561452397086,Postpaid 199,Month-to-Month,3G,Active,Retail Store,N/A,KwaZulu-Natal,Smartphone,BTS_CPT_007,1,2024-09-21,2024-08-05T15:00:00,2024-08-06T22:42:00,18,24,242.91,316.9,841.4,223.2,29,0.0,0,21.25,134.3,-105.2,0,2,7,1.9,11,0.0,0,0,0,1,0,0,1
SUB00224,ACC870958,27606934243,8816172385093,Prepaid Smart,One Year,5G,Active,Referral,Voucher,Northern Cape,Tablet,BTS_EL_005,60,2024-05-12,2024-01-12T12:00:00,2024-01-15T13:24:00,44,48,556.6,102.6,323.0,240.0,27,0.0,0,49.37,,-77.3,0,1,2,1.9,8,0.0,0,0,0,0,0,0,0
SUB00225,ACC747046,27608711292,9114841309180,Business Pro,Month-to-Month,NB-IoT,Terminated,Online Portal,N/A,Gauteng,Feature Phone,BTS_NM_009,66,2025-04-25,2024-05-26T22:00:00,2024-05-27T01:30:00,35,48,1068.47,1495.9,585.7,504.2,27,0.0,0,0.0,425.5,-91.9,0,1,2,4.9,10,,0,0,1,1,2,1,0
SUB00226,ACC394267,27601013100,9473015004196,Postpaid 499,Month-to-Month,5G,Suspended,Agent,Debit Order,Western Cape,IoT Device,BTS_PTA_012,68,2025-02-02,2024-05-12T13:00:00,2024-05-12T18:36:00,33,48,173.59,115.6,461.6,286.7,35,0.0,0,0.0,133.9,-73.0,2,1,3,2.7,18,340.03,0,0,0,1,0,0,0
SUB00227,ACC161821,27603557221,9671343806086,Postpaid 499,Two Year,NB-IoT,Terminated,Direct Sales,Voucher,Northern Cape,Tablet,BTS_PTA_012,70,2024-01-26,2024-07-27T01:00:00,2024-07-29T01:00:00,28,24,582.18,613.2,116.1,235.3,29,0.0,0,0.0,279.0,-68.4,1,2,0,4.6,9,352.37,0,0,0,1,1,0,0
SUB00228,ACC376339,27605365918,8224047195086,Postpaid 499,One Year,3G,Active,Online Portal,Voucher,Gauteng,Wearable,BTS_NM_009,74,2025-08-03,2024-04-24T20:00:00,2024-04-28T06:18:00,43,48,697.94,4665.7,904.6,470.5,32,61.56,1,0.0,11.7,-61.1,0,1,10,3.2,14,0.0,1,44,0,0,0,0,0
SUB00229,ACC701279,27608093991,9226729695082,Prepaid Smart,Two Year,4G LTE,Active,Online Portal,Voucher,Mpumalanga,Feature Phone,BTS_PTA_012,59,2025-04-01,2024-10-13T16:00:00,2024-10-14T03:00:00,62,24,549.88,,108.1,25.3,21,0.0,0,31.9,290.4,-73.6,1,0,4,1.6,12,208.23,0,0,0,0,1,0,0
SUB00230,ACC445024,27608191101,8738817139195,Postpaid 499,Month-to-Month,NB-IoT,None,Referral,EFT,Western Cape,Feature Phone,BTS_JHB_001,21,2025-11-30,2024-06-07T23:00:00,2024-06-10T15:30:00,7,24,565.72,625.8,353.0,175.5,40,0.0,0,56.17,135.3,-102.2,2,4,2,3.3,10,343.53,0,0,0,0,0,1,0
SUB00231,ACC365286,27605105746,8148437043190,Postpaid 999,Two Year,NB-IoT,Active,Retail Store,EFT,North West,IoT Device,BTS_CPT_007,57,2024-04-22,2024-05-16T06:00:00,2024-05-18T13:42:00,8,24,1136.52,2524.9,380.0,424.6,28,0.0,0,50.41,95.1,-100.7,2,0,1,1.4,10,180.88,1,34,1,0,1,0,0
SUB00232,ACC279779,27606022058,9830038317090,IoT SIM,One Year,3G,Active,Retail Store,Debit Order,Mpumalanga,Router,BTS_CPT_007,43,2024-02-22,2024-06-30T22:00:00,2024-07-02T13:48:00,2,8,266.58,768.3,4.4,404.6,29,0.0,0,79.51,275.5,-55.5,2,3,6,1.8,10,370.66,0,0,0,0,0,0,0
SUB00233,ACC882883,27602153849,9611222583095,Business Pro,Month-to-Month,2G,Active,Online Portal,Mobile Money,Western Cape,Wearable,BTS_DBN_003,78,2025-02-05,2024-11-18T10:00:00,2024-11-22T01:36:00,33,4,699.08,1357.3,174.0,9.7,40,0.0,0,0.0,200.0,-56.0,0,1,8,3.8,14,,0,0,0,1,0,0,0
SUB00234,ACC135412,27604936822,8786441120195,IoT SIM,One Year,2G,Active,Referral,Credit Card,KwaZulu-Natal,Wearable,BTS_DBN_003,63,2024-08-03,2024-07-09T18:00:00,2024-07-12T19:18:00,9,24,1092.28,1361.2,246.8,58.2,20,2.47,1,0.0,393.3,-96.5,1,0,4,2.4,6,482.13,0,0,1,1,0,0,0
SUB00235,ACC418860,27607265577,9282656279190,IoT SIM,Month-to-Month,2G,Active,Retail Store,EFT,North West,Wearable,BTS_JHB_001,77,2024-11-08,2024-07-28T16:00:00,2024-07-30T18:12:00,66,4,280.63,598.0,551.2,113.2,27,0.0,0,0.0,416.5,-78.8,3,2,0,1.5,21,414.21,0,0,0,1,0,0,0
SUB00236,ACC392928,27603255356,9378985200096,IoT SIM,Two Year,3G,Active,Agent,Voucher,North West,IoT Device,BTS_NM_009,74,2025-09-07,2024-02-10T08:00:00,2024-02-13T14:00:00,12,48,813.25,52.7,54.9,1403.2,38,0.0,0,0.0,370.3,-62.1,1,2,9,4.9,10,15.25,0,0,1,1,1,1,0
SUB00237,ACC936884,27603372509,8722266665090,Business Pro,Month-to-Month,2G,Active,Direct Sales,Debit Order,Limpopo,Wearable,BTS_DBN_003,78,2024-01-27,2024-08-08T05:00:00,2024-08-09T09:18:00,28,48,842.46,4657.5,411.4,667.6,29,0.0,0,146.8,164.1,-59.6,3,2,0,4.8,4,272.83,0,0,1,1,0,2,0
SUB00238,ACC940174,27605714302,9385257691183,Postpaid 199,One Year,3G,Porting Out,Direct Sales,Debit Order,KwaZulu-Natal,Router,BTS_DBN_003,1,2025-08-11,2024-02-11T08:00:00,2024-02-12T07:18:00,69,8,1145.04,,325.8,54.3,23,0.0,0,0.0,262.3,-100.8,1,0,9,3.0,13,358.16,0,0,1,1,1,0,0
SUB00239,ACC658509,27604706892,9001226869096,Prepaid Basic,Month-to-Month,4G LTE,Active,Online Portal,EFT,North West,Wearable,BTS_CPT_007,28,2025-05-05,2024-02-22T14:00:00,2024-02-23T02:24:00,78,48,521.76,1564.0,232.3,412.9,24,32.7,1,0.0,199.1,-92.1,2,2,1,1.7,18,264.34,0,0,0,0,0,0,0
SUB00240,ACC864820,27602650594,8930415498083,Prepaid Basic,Two Year,2G,Active,Referral,Voucher,Northern Cape,Router,BTS_EL_005,18,2025-02-21,2024-01-13T06:00:00,2024-01-16T21:54:00,37,24,509.51,5207.7,320.0,413.6,38,0.0,0,0.0,213.3,-79.3,0,3,8,4.3,9,0.0,0,0,0,0,0,0,0
SUB00241,ACC475878,27603406626,9186059669185,IoT SIM,Two Year,5G,Active,Referral,Credit Card,Free State,Feature Phone,BTS_JHB_001,13,2024-03-19,2024-03-31T08:00:00,2024-04-03T01:54:00,23,8,354.09,638.9,128.1,406.7,33,0.0,0,0.0,26.9,-82.9,1,1,5,4.7,11,50.62,0,0,0,0,0,0,0
SUB00242,ACC329905,27602886546,9505644209192,Postpaid 199,Two Year,NB-IoT,Active,Online Portal,EFT,Free State,IoT Device,BTS_PTA_012,32,2024-11-04,2024-10-04T12:00:00,2024-10-05T18:30:00,59,24,1158.49,161.5,341.6,27.7,39,39.6,1,29.44,164.8,-52.1,0,0,2,4.3,10,0.0,0,0,1,1,0,0,1
SUB00243,ACC823610,27603305657,9428428143098,Postpaid 999,Two Year,4G LTE,Active,Agent,Mobile Money,KwaZulu-Natal,Smartphone,BTS_JHB_001,76,2025-10-01,2024-05-10T11:00:00,2024-05-11T15:48:00,31,24,155.73,581.7,199.2,,33,0.0,0,114.64,143.8,-105.9,0,1,2,4.1,9,0.0,1,3,0,0,1,0,0
SUB00244,ACC298067,27607284327,9161315216080,Postpaid 199,Two Year,NB-IoT,Active,Referral,Voucher,Mpumalanga,Smartphone,BTS_EL_005,27,2024-09-15,2024-02-17T06:00:00,2024-02-20T11:00:00,52,48,1249.79,1638.1,219.7,317.6,29,0.0,0,0.0,105.0,-89.6,0,0,2,1.6,8,0.0,1,36,1,1,0,0,0
SUB00245,ACC765592,27604791139,8182693873094,Postpaid 499,One Year,4G LTE,Active,Agent,EFT,Limpopo,Router,BTS_NM_009,36,2025-01-29,2024-09-23T13:00:00,2024-09-24T20:36:00,12,4,303.69,447.0,52.3,447.4,33,0.0,0,0.0,429.7,-86.5,3,0,10,3.6,12,314.73,0,0,0,0,0,0,0
SUB00246,ACC366370,27606479961,8408663877083,Postpaid 199,Two Year,NB-IoT,Active,Agent,Credit Card,North West,Router,BTS_NM_009,23,2024-01-05,2024-04-04T01:00:00,2024-04-05T02:18:00,88,48,401.48,18.7,352.3,118.6,21,0.0,0,47.86,161.3,-106.0,0,1,9,4.0,13,0.0,1,19,0,1,0,0,1
SUB00247,ACC171014,27603367575,8144624507182,Postpaid 199,Month-to-Month,4G LTE,Suspended,Direct Sales,N/A,Northern Cape,Feature Phone,BTS_JHB_001,41,2024-09-12,2024-06-02T17:00:00,2024-06-05T14:36:00,22,8,760.18,1087.4,245.2,24.9,31,0.0,0,32.25,52.9,-54.6,0,3,4,1.1,12,0.0,0,0,0,1,1,0,0
SUB00248,ACC700828,27603747936,8874715498088,Postpaid 499,One Year,5G,Active,Referral,Voucher,Free State,Tablet,BTS_DBN_003,5,2025-07-01,2024-12-06T23:00:00,2024-12-08T14:48:00,10,24,1271.47,6094.5,206.2,139.8,31,0.0,0,0.0,111.6,-77.4,2,1,1,1.3,7,251.04,0,0,1,0,1,1,0
SUB00249,ACC673048,27607789303,8856965200196,Business Pro,Month-to-Month,3G,Active,Direct Sales,EFT,Northern Cape,Feature Phone,BTS_CPT_007,77,2024-04-11,2024-01-19T20:00:00,2024-01-23T15:06:00,70,48,368.83,1274.6,446.9,128.0,37,0.0,0,38.61,201.4,-103.8,1,1,0,3.7,13,252.68,0,0,0,0,2,0,0
SUB00250,ACC735855,27607696238,8898255971191,Postpaid 199,Month-to-Month,3G,Active,Online Portal,Voucher,Western Cape,Wearable,BTS_PTA_012,32,2025-03-04,2024-07-04T18:00:00,2024-07-07T16:54:00,77,24,881.72,4717.2,371.5,299.1,33,0.0,0,111.76,409.3,-95.1,4,2,2,3.2,12,437.95,0,0,1,0,1,0,0
SUB00251,ACC674590,27604173755,9365902613087,Business Pro,null,5G,Active,Referral,Debit Order,Mpumalanga,Feature Phone,BTS_NM_009,39,2024-10-01,2024-02-16T09:00:00,2024-02-20T07:54:00,72,24,1016.48,27.4,64.5,71.6,24,0.0,0,113.78,282.4,-103.9,1,1,1,1.4,8,494.72,0,0,1,0,1,1,0
SUB00252,ACC193400,27609830544,9818743270196,Prepaid Basic,Month-to-Month,NB-IoT,Active,Agent,Debit Order,Mpumalanga,Tablet,BTS_JHB_001,83,2024-12-19,2024-11-21T08:00:00,2024-11-22T14:24:00,15,4,238.81,1788.8,90.4,431.6,45,115.26,1,0.0,188.7,-93.3,1,0,1,4.1,9,366.56,0,0,0,1,1,0,0
SUB00253,ACC478122,27601180996,9768755113083,Postpaid 999,Month-to-Month,2G,Suspended,Direct Sales,Voucher,Eastern Cape,Smartphone,BTS_JHB_001,40,2024-01-19,2024-03-08T20:00:00,2024-03-11T07:54:00,70,4,1051.93,2319.7,544.4,29.5,31,0.0,0,0.0,85.9,-72.6,0,0,1,2.2,13,,0,0,1,0,1,0,0
SUB00254,ACC410047,27609927114,8887762596193,Prepaid Smart,Month-to-Month,3G,Active,Direct Sales,Debit Order,Free State,Feature Phone,BTS_EL_005,22,2024-11-16,2024-05-21T10:00:00,2024-05-23T08:12:00,10,48,776.53,2775.9,375.9,140.2,30,0.0,0,91.12,195.0,-67.7,1,1,0,2.2,16,265.9,0,0,0,1,1,0,0
SUB00255,ACC610153,27608458265,9476687029096,Postpaid 999,Two Year,3G,Active,Agent,Voucher,Western Cape,IoT Device,BTS_CPT_007,71,2024-12-20,2024-09-27T11:00:00,2024-09-30T05:42:00,77,48,392.86,876.2,196.0,1021.2,33,0.0,0,26.2,372.7,-110.0,2,2,5,,14,306.66,1,58,0,1,1,0,0
SUB00256,ACC225827,27603710528,8448088758080,Prepaid Basic,One Year,NB-IoT,Active,Agent,EFT,KwaZulu-Natal,Router,BTS_PTA_012,22,2024-01-01,2024-12-10T06:00:00,2024-12-10T13:06:00,52,24,475.93,957.5,65.0,48.8,25,45.12,1,0.0,285.8,-72.7,2,3,9,1.0,10,62.73,1,40,0,0,0,1,0
SUB00257,ACC771418,27602919482,8974751929093,Postpaid 499,Two Year,5G,Suspended,Online Portal,Credit Card,KwaZulu-Natal,Router,BTS_CPT_007,44,2025-12-10,2024-07-03T13:00:00,2024-07-06T16:00:00,31,48,375.28,1380.0,74.1,536.4,38,0.0,0,0.0,95.6,-50.3,2,0,1,5.0,16,,0,0,0,1,0,0,0
SUB00258,ACC883450,27602083836,8621124177093,IoT SIM,One Year,4G LTE,Active,Retail Store,Debit Order,Gauteng,Tablet,BTS_NM_009,25,2025-04-03,2024-07-14T19:00:00,2024-07-17T05:42:00,18,4,944.7,2643.6,341.0,193.2,24,0.0,0,76.21,341.8,-70.8,5,0,2,4.4,7,412.27,0,0,1,0,0,0,0
SUB00259,ACC597960,27608526672,8830275467187,Postpaid 499,One Year,2G,Active,Referral,Debit Order,North West,Router,BTS_PTA_012,60,2025-07-28,2024-02-16T16:00:00,2024-02-17T07:42:00,34,8,214.08,1461.6,557.6,942.8,37,102.56,1,105.47,448.4,-89.3,2,3,2,1.9,9,492.06,0,0,0,1,2,1,0
SUB00260,ACC539715,27607033575,9271067510086,Prepaid Smart,Month-to-Month,5G,Active,Referral,Mobile Money,Limpopo,Router,BTS_JHB_001,77,2024-06-02,2024-12-03T18:00:00,2024-12-05T04:12:00,32,4,358.27,1615.2,56.3,16.3,33,41.9,1,130.37,362.2,-88.3,2,2,7,1.1,14,48.49,0,0,0,0,0,0,0
SUB00261,ACC871191,27605011435,9817941334194,Postpaid 999,Month-to-Month,NB-IoT,Active,Direct Sales,Voucher,Limpopo,Feature Phone,BTS_CPT_007,33,2024-12-03,2024-06-21T09:00:00,2024-06-25T08:36:00,31,8,995.77,95.7,15.4,662.3,24,0.0,0,94.03,223.0,-61.7,2,1,2,3.2,7,42.58,1,1,1,0,0,0,1
SUB00262,ACC661043,27605535877,8336422993185,Prepaid Basic,One Year,2G,Active,Online Portal,EFT,Northern Cape,Feature Phone,BTS_NM_009,32,2025-12-29,2024-06-12T14:00:00,2024-06-15T15:06:00,16,4,-,695.9,390.5,449.4,31,0.0,0,0.0,249.0,-80.3,2,1,8,,16,192.3,0,0,0,1,1,1,0
SUB00263,ACC531311,27605024440,9867505097194,IoT SIM,Two Year,2G,Active,Retail Store,Voucher,Eastern Cape,Tablet,BTS_DBN_003,23,2024-10-02,2024-10-08T00:00:00,2024-10-08T18:42:00,1,24,642.9,157.5,620.8,36.2,39,0.0,0,79.13,157.3,-74.2,2,1,2,4.0,23,304.49,0,0,0,1,0,0,0
SUB00264,ACC949034,27607108356,8848974386191,Postpaid 999,One Year,3G,Active,Online Portal,Debit Order,Limpopo,Feature Phone,BTS_JHB_001,60,2024-04-18,2024-04-12T10:00:00,2024-04-13T18:12:00,70,8,1024.02,691.8,356.5,180.3,32,0.0,0,112.29,42.9,-106.7,2,1,3,1.4,7,72.26,1,58,1,1,1,0,0
SUB00265,ACC312905,27605994797,8147811067081,Postpaid 999,Month-to-Month,2G,Active,Retail Store,Debit Order,Gauteng,Tablet,BTS_PTA_012,36,2025-01-16,2024-09-10T12:00:00,2024-09-12T06:18:00,80,8,622.2,2396.5,93.8,88.3,30,0.0,0,21.15,356.0,-51.5,2,1,9,2.0,13,41.43,1,18,0,0,1,0,0
SUB00266,ACC547845,27604611544,8515057534197,Prepaid Smart,Two Year,NB-IoT,Active,Agent,Mobile Money,Gauteng,Smartphone,BTS_DBN_003,68,2024-09-13,2024-01-12T19:00:00,2024-01-13T13:48:00,21,24,952.1,3352.5,352.9,946.9,29,65.19,1,92.86,379.8,,3,1,0,2.3,22,398.17,1,2,1,0,1,0,0
SUB00267,ACC941879,27609209253,8669103617095,Postpaid 499,Month-to-Month,5G,Active,Referral,EFT,Northern Cape,IoT Device,BTS_PTA_012,55,2024-11-10,2024-03-02T09:00:00,2024-03-05T10:30:00,35,4,936.01,320.9,260.8,834.6,27,116.37,1,148.98,140.4,-52.4,1,0,8,1.9,13,112.16,0,0,1,0,0,0,0
SUB00268,ACC121077,27603699242,9903754257090,Prepaid Basic,Two Year,4G LTE,Terminated,Retail Store,Voucher,Northern Cape,Tablet,BTS_PTA_012,66,2024-02-19,2024-02-13T15:00:00,2024-02-13T15:30:00,2,48,479.26,719.3,54.3,28.4,28,0.0,0,145.61,36.3,-76.9,6,0,6,4.9,12,21.78,0,0,0,0,0,0,0
SUB00269,ACC675375,27604053427,9559985580190,Prepaid Basic,Month-to-Month,4G LTE,Active,Referral,Mobile Money,Free State,Feature Phone,BTS_DBN_003,17,2024-07-11,2024-03-10T01:00:00,2024-03-10T01:36:00,53,24,585.55,2922.3,291.4,517.4,34,0.0,0,0.0,236.9,-92.8,2,1,8,3.1,15,86.81,0,0,0,0,1,0,0
SUB00270,ACC245304,27608538628,8233931697191,Postpaid 199,Month-to-Month,4G LTE,Active,Referral,Credit Card,KwaZulu-Natal,Smartphone,BTS_DBN_003,26,2025-12-22,2024-09-18T21:00:00,2024-09-20T07:24:00,17,24,127.21,1142.7,151.7,235.9,28,0.0,0,115.03,103.3,-85.5,0,0,6,4.7,5,0.0,2,11,0,1,0,1,0
SUB00271,ACC614629,27608537059,9158853551180,Postpaid 199,Two Year,4G LTE,Active,Online Portal,Mobile Money,Mpumalanga,Feature Phone,BTS_EL_005,3,2024-10-22,2024-12-06T03:00:00,2024-12-07T12:30:00,60,48,333.72,2830.4,253.1,296.7,31,0.0,0,0.0,324.3,-95.4,2,1,8,3.4,16,378.35,1,50,0,0,0,0,0
SUB00272,ACC635539,27603279467,8731532572197,IoT SIM,Two Year,4G LTE,Active,Online Portal,Debit Order,Western Cape,Wearable,BTS_EL_005,5,2024-01-20,2024-06-14T08:00:00,2024-06-16T01:48:00,77,8,773.34,1755.1,391.5,77.1,37,0.0,0,34.93,443.9,-75.5,0,4,4,2.6,10,0.0,0,0,0,0,0,0,1
SUB00273,ACC394514,27604913769,9101599908088,Postpaid 199,Month-to-Month,2G,Active,Direct Sales,Mobile Money,Northern Cape,Wearable,BTS_EL_005,69,2024-09-06,2024-06-01T16:00:00,2024-06-05T07:30:00,13,4,1038.64,169.6,72.9,20.9,29,0.0,0,71.46,281.4,-90.3,0,0,5,3.3,14,0.0,0,0,1,1,0,0,0
SUB00274,ACC998536,27608501831,9833626414195,Postpaid 199,Two Year,4G LTE,Porting Out,Referral,Voucher,North West,Feature Phone,BTS_JHB_001,20,2025-01-04,2024-04-22T01:00:00,2024-04-23T21:30:00,33,24,610.04,90.9,156.4,50.0,32,0.0,0,0.0,48.7,-64.5,0,0,8,1.6,9,0.0,0,0,0,0,1,0,0
SUB00275,ACC753130,27606425581,8871138319083,Postpaid 499,Two Year,4G LTE,Active,Referral,Mobile Money,Gauteng,Tablet,BTS_NM_009,68,2024-08-26,2024-12-28T06:00:00,2024-12-31T06:30:00,52,48,387.55,4359.5,35.3,490.8,27,0.0,0,100.5,333.4,-66.8,0,4,4,3.4,18,0.0,0,0,0,1,0,0,0
SUB00276,ACC893081,27609601993,8267318062098,Postpaid 199,One Year,4G LTE,Active,Agent,Debit Order,Gauteng,Router,BTS_NM_009,77,2024-10-18,2024-11-04T18:00:00,2024-11-04T22:24:00,87,24,1105.83,1475.2,588.2,187.7,29,0.0,0,0.0,296.1,-62.4,0,2,8,4.1,18,0.0,1,15,1,0,1,0,1
SUB00277,ACC292402,27608423627,8230624888192,IoT SIM,One Year,3G,Active,Online Portal,Voucher,Mpumalanga,Router,BTS_EL_005,45,2024-01-27,2024-07-04T00:00:00,2024-07-04T05:54:00,1,24,671.58,526.4,78.2,268.7,26,0.0,0,0.0,98.0,-73.0,2,1,6,1.5,8,183.47,0,0,0,0,0,1,0
SUB00278,ACC602730,27602479504,9054507496188,Prepaid Basic,Two Year,5G,Active,Direct Sales,Debit Order,Northern Cape,Wearable,BTS_CPT_007,56,2025-01-15,2024-02-24T22:00:00,2024-02-25T06:36:00,62,24,680.08,228.0,120.9,357.9,36,0.0,0,0.0,165.4,-82.8,2,3,7,4.1,14,438.55,0,0,0,1,0,0,0
SUB00279,ACC674487,27607351913,9523488726184,Postpaid 499,Month-to-Month,NB-IoT,Active,Agent,Debit Order,Eastern Cape,Smartphone,BTS_NM_009,12,2024-05-22,2024-02-19T01:00:00,2024-02-22T05:06:00,55,24,1232.59,2805.1,407.9,89.5,34,0.0,0,54.74,427.2,-86.1,0,1,4,4.9,10,0.0,0,0,1,0,0,0,0
SUB00280,ACC510855,27608232475,8410212319086,,One Year,NB-IoT,Terminated,Direct Sales,EFT,,Smartphone,BTS_PTA_012,48,2025-10-07,2024-07-27T05:00:00,2024-07-27T17:00:00,73,48,500.81,27.5,120.6,91.4,34,0.0,0,56.31,340.6,-50.7,3,3,5,1.1,12,194.28,2,35,0,0,1,0,0
SUB00281,ACC135210,27602070362,8117641526183,Postpaid 199,Month-to-Month,2G,Active,Agent,Voucher,Mpumalanga,,BTS_DBN_003,13,2025-10-27,2024-03-29T11:00:00,2024-04-01T13:42:00,60,48,1211.92,,270.6,160.5,27,0.0,0,77.21,390.9,-107.0,0,2,9,4.8,11,0.0,0,0,1,1,1,0,0
SUB00282,ACC304700,27606780565,9890285114088,IoT SIM,Two Year,NB-IoT,Active,Direct Sales,Credit Card,North West,Feature Phone,BTS_DBN_003,2,2025-08-15,2024-11-02T07:00:00,2024-11-04T07:48:00,39,4,299.93,1754.7,129.2,1005.6,34,0.0,0,129.59,26.9,-52.5,2,2,3,3.7,12,332.38,1,25,0,1,1,0,1
SUB00283,ACC887250,27605644645,8387918814189,Postpaid 199,One Year,3G,Active,Retail Store,EFT,Limpopo,Tablet,BTS_JHB_001,65,2025-09-19,2024-03-12T03:00:00,2024-03-15T18:48:00,34,4,107.03,3445.3,752.7,142.5,19,36.98,1,0.0,57.0,-65.7,1,0,7,,12,43.31,0,0,0,0,2,0,0
SUB00284,ACC495057,27601730016,8837624889088,Postpaid 999,Two Year,NB-IoT,Active,Agent,Voucher,Mpumalanga,Feature Phone,BTS_DBN_003,6,2025-03-04,2024-02-27T07:00:00,2024-02-27T14:54:00,67,48,1158.98,4.5,35.4,295.0,33,116.72,1,75.33,285.4,-68.5,0,2,8,1.2,16,0.0,1,8,1,1,0,0,1
SUB00285,ACC119501,27604664090,9371914301087,IoT SIM,Month-to-Month,4G LTE,Suspended,Online Portal,EFT,Limpopo,Tablet,BTS_CPT_007,36,2024-02-14,2024-11-02T15:00:00,2024-11-06T11:12:00,11,24,1265.19,3059.5,706.6,80.2,36,0.0,0,0.0,161.5,-96.4,0,0,2,4.1,16,0.0,0,0,1,1,0,1,0
SUB00286,ACC520701,27603618856,8097479638091,Prepaid Basic,Month-to-Month,NB-IoT,Active,Online Portal,EFT,Limpopo,Router,BTS_EL_005,5,2024-12-05,2024-12-03T12:00:00,2024-12-07T08:18:00,57,24,1177.52,884.3,161.7,22.8,30,0.0,0,80.11,437.3,-95.2,2,1,9,4.9,7,347.33,2,12,1,1,1,0,1
SUB00287,ACC605433,27604351122,9258388136198,Postpaid 999,Month-to-Month,3G,Porting Out,Referral,Mobile Money,Eastern Cape,Router,BTS_CPT_007,56,2024-01-14,2024-10-28T15:00:00,2024-10-31T09:24:00,50,8,397.43,3166.4,1212.6,160.8,32,0.0,0,94.06,28.5,-104.4,1,0,8,1.6,11,5.62,0,0,1,1,0,0,0
SUB00288,ACC514848,27608439464,9861834341098,Postpaid 199,Two Year,5G,Terminated,Referral,Voucher,Eastern Cape,,BTS_JHB_001,21,2025-05-19,2024-01-07T04:00:00,2024-01-09T11:24:00,3,48,499.91,1195.6,423.9,68.5,26,0.0,0,0.0,316.0,,2,1,8,3.1,10,64.84,0,0,0,1,0,0,0
SUB00289,ACC734492,27608543820,9465607896183,Postpaid 199,Two Year,4G LTE,Active,Referral,Mobile Money,KwaZulu-Natal,Tablet,BTS_DBN_003,49,2024-05-10,2024-10-14T17:00:00,2024-10-16T15:00:00,64,48,951.49,4632.7,110.5,170.7,25,0.0,0,24.39,241.9,,1,0,1,3.5,6,7.75,0,0,1,0,0,0,0
SUB00290,ACC825846,27605837767,8687857909189,IoT SIM,Month-to-Month,5G,Porting Out,Referral,Voucher,Eastern Cape,Wearable,BTS_NM_009,75,2024-10-01,2024-12-21T23:00:00,2024-12-23T23:42:00,80,48,1097.75,1108.7,66.6,275.4,28,0.0,0,0.0,23.2,-106.5,3,0,7,,13,33.69,0,0,1,0,1,0,0
SUB00291,ACC527024,27604544529,8699846159195,Postpaid 499,Two Year,NB-IoT,Active,Referral,Mobile Money,KwaZulu-Natal,Smartphone,BTS_NM_009,53,2025-08-10,2024-01-02T04:00:00,2024-01-05T16:54:00,56,24,179.36,,21.5,155.4,31,0.0,0,0.0,320.8,-69.9,1,1,8,1.4,13,93.53,1,41,0,0,0,0,0
SUB00292,ACC509968,27601596252,8978908899197,Business Pro,Month-to-Month,NB-IoT,Active,Retail Store,Voucher,Limpopo,Smartphone,BTS_JHB_001,7,2025-10-08,2024-08-09T14:00:00,2024-08-11T11:36:00,1,24,676.64,1703.0,445.0,158.9,25,0.0,0,39.98,313.7,-53.2,0,2,5,3.1,11,0.0,1,27,0,1,0,0,1
SUB00293,ACC309613,27604470881,8440553469085,IoT SIM,Two Year,2G,Active,Referral,EFT,Northern Cape,Smartphone,BTS_CPT_007,57,2025-11-04,2024-08-06T04:00:00,2024-08-07T05:36:00,44,4,1264.3,1388.7,1.4,73.7,20,12.21,1,116.06,42.2,-102.5,3,3,3,1.9,10,10.21,0,0,1,0,1,0,0
SUB00294,ACC113603,27605640211,9621482042190,Business Pro,Month-to-Month,4G LTE,Active,Direct Sales,Debit Order,Gauteng,Wearable,BTS_JHB_001,20,2025-02-10,2024-08-25T07:00:00,2024-08-27T22:36:00,14,48,1039.31,1295.5,175.6,149.2,42,0.0,0,44.54,185.2,-80.9,2,0,8,2.4,10,371.74,0,0,1,0,0,1,0
SUB00295,ACC463343,27601396997,8054188574183,Prepaid Smart,One Year,2G,Active,Direct Sales,Mobile Money,KwaZulu-Natal,Tablet,BTS_EL_005,39,2024-04-20,2024-05-18T20:00:00,2024-05-21T18:06:00,85,24,280.19,1379.5,185.1,41.3,31,95.41,1,0.0,222.6,-69.7,0,2,5,1.9,14,0.0,0,0,0,1,1,0,0
SUB00296,ACC357307,27606539576,8662092153096,IoT SIM,Two Year,5G,Active,Referral,Credit Card,North West,Wearable,BTS_JHB_001,67,2025-04-04,2024-05-10T04:00:00,2024-05-12T01:54:00,75,8,1049.39,117.6,83.0,39.0,33,0.0,0,0.0,159.9,-75.9,2,1,9,4.3,10,228.35,1,7,1,0,0,0,0
SUB00297,ACC773908,27606656775,9770586681090,IoT SIM,One Year,4G LTE,Active,Direct Sales,Credit Card,Northern Cape,IoT Device,BTS_DBN_003,40,2025-01-19,2024-03-28T04:00:00,2024-03-28T21:48:00,59,8,1132.91,577.5,37.0,1637.6,32,112.07,1,85.77,181.5,-100.9,2,2,10,2.3,13,200.81,0,0,1,0,2,0,0
